V200001,V202205 - POST: Most important problems facing the country - mention 1 [text],V202207 - POST: Most important problems facing the country - mention 2 [text],V202209 - POST: Most important problems facing the country - mention 3 [text],V202211 - POST: Most important problems facing the country - most important [text]
423511,I believe the number one problem is defense. I think for the people of the US we are all with the disease that we got.  They got to do something to help the people with the environment the way it is.  I see that are doing a good job. They are doing the best the way it is.//,I think the problem we have right now is the way we have all of this hacking.  They are trying to steal everything from us. The way they got to do something about it to take care of it.  That's what I am saying.//,I think we got to try to do a better job getting together between the colored people and the white people.  We got get together and not fight all the time.//,We got to take care of everything and ensure our defense between the countries.//
423528,"immigration,socialists/communists,covid19",transparency in government,democrat and media lies,democrat and media lies to the public
423573,Republicans to Party oriented instead of being America oriented.,-9,-1,-1
423580,-5,-5,-5,-5
423597,economy,virus,-9,vires
423610,Current job loss due to COVID,Tension in regards to race,healthcare/insurance being too expensive for many people,Finances for lower income groups
423627,the federal governments actions concerning the coronavirus,restoring bipartisanship and dignity in this country,image with other countries,coronavirus
423665,credible honest open leadership.,economic disparity.,high cost and inaccesibility of healthcare,credible institutions specially the executive and legilattive
423696,The most important problems is prevent the Covid-19 to invasion to the United States.I am from [REDACTED COUNTRY] and I am very proud of my country.  [REDACTED COUNTRY] takes Covid-19 serirousely to prevent and protect our people's health.  Why United States did not do it?,Economy in the United States.,"Races is the problem.  I saw the sign about the Black live matter, it should be All color of live matter and not only the black.",Covid-19
423757,Systemic Racism,"Global Warming, the intense changes in climate due to pollution.","Monetary Resources, poverty rates and high crime rates",Systemic Racism
423788,Getting citizens vaccinated and back to work and school,Confronting climate change and initiating policies to mitigate it,"Reversing the cultivation of divisiveness by addressing common values, getting things done in Congress and bringing us together as a nation",Climate change
423795,overexaggerated covid tests,Small businesses closings,civil unrest,civil unrest
423801,"Economy, pandemic, climate change",Not doing enough to fight climate change and the pandemic,"Growing inequality, cost of college education, and no path ahead for young people",Corruption and inequality
423818,"Too many people jump to conclusions before getting the correct story but it doesn't help thay the media will report something without having the correct information either. Thanks to social media, we receive information so quickly it loses accuracy and creates a false sense on a majority of things",I feel like certain elected officials have lost the reality that they work for America and the citizens,Another issue we're facing is discrimination and it has been around since before our country was founded.,"Discrimination is the highest. Too many people get ""their feelings hurt"" by taking things out of context and not receiving the full and correct story"
423832,end racism and violence,police brutality,-9,police brutality
423856,"health care, global warming, racial tensions, interstate grid's (all of them)and especially term limits.",religious freedom for all.,"energy issues,as a country we need to go to green power sources.","Global warming, not just for our country but for the whole planet."
423870,"Economy, Pandemic, illegal immigration",-9,-1,-1
423894,coronavirus. people sick and dying snd shutting doen economy,unemployment. open up country,immigration. too many aliens coming in,coronavirus
423917,racism and trump supporters,-9,-1,-1
423955,Unaffordable Healthcare,Lack of funding for mass transportation projects,Pending debt crisis,healthcare
423993,Children are left unprotected in homes filled with abuse,-9,-1,-1
424026,COVIDImmigrationLow Pay,-9,-1,-1
424040,extreme division among congress and among the citizens,"COVID, no clear message from Trump, no clesr Federal plan",economic crises as a result of COVID mismanagement,divisiveness
424057,I think race has become a bigger problem in th US,-9,-1,-1
424071,COVID. Totally out of control.,economy.  COVID again.,International relations. Present administration is a laughing stock of the world.,COVID
424095,SYSTEMIC RACISM,COVID,UNEMPLOYMENT,COVID
424170,The nation is divided and intolerent.,How the COVID-19 virus has disrupted the economy.,Lawlessness and organized violence in our cities.,The lawlessness and violence in our streets.
