name,path,age,caseid,female,highest grade completed,ideology,independents,mii_1,mii_2,miiele1_code1,miiele1_code2,miiele1_code3,miiele1_code4,miiele1_code5,miiele1_code6,miiele1_code7,miiele1_code8,miiele2_code1,miiele2_code2,miiele2_code3,miiele2_code4,miiele2_code5,miiele2_code6,miiele2_code7,miiele2_code8,mip_1,mip_2,mippol1_code1,mippol1_code2,mippol1_code3,mippol1_code4,mippol1_code5,mippol1_code6,mippol1_code7,mippol1_code8,mippol1_substantive1,mippol1_substantive2,mippol1_substantive3,mippol1_substantive4,mippol1_substantive5,mippol1_substantive6,mippol1_substantive7,mippol1_substantive8,mippol2_code1,mippol2_code2,mippol2_code3,mippol2_code4,mippol2_code5,mippol2_code6,mippol2_code7,mippol2_code8,mippol2_substantive1,mippol2_substantive2,mippol2_substantive3,mippol2_substantive4,mippol2_substantive5,mippol2_substantive6,mippol2_substantive7,mippol2_substantive8,pid,pid_strong,pid_summary,txtorg_id
,,25,2005,1,13,1,5,economy,war,50,,,,,,,,4,,,,,,,,economy,war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,3,-1,2,3f5df5e2-3386-11e3-a3e4-88532e617cea
,,36,2006,1,13,1,-1,moral values,economy,64,,,,,,,,50,,,,,,,,political perception of us,too much government - politics,49,,,,,,,,49,,,,,,,,49,,,,,,,,49,,,,,,,,2,5,5,3f5e1cf2-3386-11e3-a3e4-88532e617cea
,,46,2007,2,14,2,5,american's safety,healthcare benefits for elderly,7,,,,,,,,24,,,,,,,,terrorism,healthcare reform,5,,,,,,,,5,,,,,,,,24,,,,,,,,24,,,,,,,,3,-1,2,3f5e451a-3386-11e3-a3e4-88532e617cea
,,51,2008,1,8,1,1,immigration,welfare,41,,,,,,,,25,,,,,,,,the war,terrorism,4,,,,,,,,4,,,,,,,,5,,,,,,,,5,,,,,,,,5,-1,4,3f5e6e00-3386-11e3-a3e4-88532e617cea
,,54,2009,2,12,2,-1,the economy,the war,50,,,,,,,,4,,,,,,,,the budget deficit,unemployment,38,,,,,,,,38,,,,,,,,27,,,,,,,,27,,,,,,,,1,5,1,3f5e9588-3386-11e3-a3e4-88532e617cea
,,67,2010,2,12,2,-1,the security of our country,foreight affairs,5,,,,,,,,13,,,,,,,,foreign affairs,our economy,13,,,,,,,,13,,,,,,,,50,,,,,,,,50,,,,,,,,2,1,6,3f5ebd24-3386-11e3-a3e4-88532e617cea
,,81,2011,2,16,2,-1,i would say abortion.,i don't know.// i guess the economy.,61,,,,,,,,50,95,97,,,,,,i donotknow  i can't answer that.,i guess the war important political problem.,95,96,,,,,,,,,,,,,,,4,49,97,,,,,,4,49,,,,,,,2,1,6,3f5ee542-3386-11e3-a3e4-88532e617cea
,,19,2012,1,12,1,5,healthcare,immigration,24,,,,,,,,41,,,,,,,,money,the economy,55,,,,,,,,55,,,,,,,,50,,,,,,,,50,,,,,,,,3,-1,2,3f5f0f0e-3386-11e3-a3e4-88532e617cea
,,65,2013,2,15,2,3,probably the economy,the war.,50,,,,,,,,4,,,,,,,,the economy,the war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,5,-1,3,3f5f3632-3386-11e3-a3e4-88532e617cea
,,44,2014,1,16,1,-1,the economy,the war in iraq,50,,,,,,,,3,,,,,,,,the economy,"the war, any war.",50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,2,1,6,3f5f5d2e-3386-11e3-a3e4-88532e617cea
,,57,2015,2,12,2,-1,economy,the war,50,,,,,,,,4,,,,,,,,"the economy, recession","the war, the military",50,53,,,,,,,50,53,,,,,,,4,7,,,,,,,4,7,,,,,,,2,5,5,3f5f852e-3386-11e3-a3e4-88532e617cea
,,33,2016,2,13,2,-1,our economy,"our future, will things get better for us.",50,,,,,,,,71,,,,,,,,economy,the war.,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,5,1,3f5faee6-3386-11e3-a3e4-88532e617cea
,,60,2017,2,14,2,-1,health care,the war for it to end,24,,,,,,,,4,,,,,,,,economy,"lack of communication with other countries to obtain peace, there should be more humbleness, close to god to succeed that closeness as brothers and sisters that we are in the world.",50,,,,,,,,50,,,,,,,,7,13,64,71,,,,,13,7,71,64,,,,,1,5,1,3f5fd696-3386-11e3-a3e4-88532e617cea
,,43,2018,2,13,2,-1,the war,the economy,4,,,,,,,,50,,,,,,,,the economy,the war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3f600800-3386-11e3-a3e4-88532e617cea
,,64,2019,2,9,2,-1,it was jobs.,health care,27,,,,,,,,24,,,,,,,,"jobs, not enough.",health care,27,,,,,,,,27,,,,,,,,24,,,,,,,,24,,,,,,,,1,1,0,3f60315e-3386-11e3-a3e4-88532e617cea
,,28,2020,2,15,2,3,medicare and social security.,the war.,23,29,,,,,,,4,,,,,,,,the war,"economy, raising taxes",4,,,,,,,,4,,,,,,,,40,50,,,,,,,50,40,,,,,,,3,-1,3,3f605cec-3386-11e3-a3e4-88532e617cea
,,79,2021,1,9,1,-1,"for the country to be out of the low economy, that they do what they promised.",what they promised to do with the war to stop it.,49,50,,,,,,,4,48,,,,,,,the terrorists.,the economy,5,,,,,,,,5,,,,,,,,50,,,,,,,,50,,,,,,,,1,1,0,3f608550-3386-11e3-a3e4-88532e617cea
,,51,2023,2,14,2,5,health care,education,24,,,,,,,,21,,,,,,,,terrorism,terrorism,5,,,,,,,,5,,,,,,,,5,,,,,,,,5,,,,,,,,3,-1,2,3f60d8b6-3386-11e3-a3e4-88532e617cea
,,69,2024,2,14,2,-1,"bring our boys home, stop the war.",prejudice,4,7,,,,,,,37,,,,,,,,they are too greedy.  they take away from our middle class.,"when you look out for your own, selfish, we lost so much because of these people that are greedy.",30,71,,,,,,,71,30,,,,,,,71,,,,,,,,71,,,,,,,,1,1,0,3f61017e-3386-11e3-a3e4-88532e617cea
,,20,2026,1,13,1,3,human rights,the economy,37,,,,,,,,50,,,,,,,,foreight affairs,the economy,13,,,,,,,,13,,,,,,,,50,,,,,,,,50,,,,,,,,3,-1,3,3f6156c4-3386-11e3-a3e4-88532e617cea
,,28,2027,2,14,2,-1,getting out of this hole that we are in.  this depression that we are in.,the taxes.  i don't want them to be too high,55,,,,,,,,40,,,,,,,,"the money, we donotknow how to spend money wisely.","trying to get out of it, the spending and all the stuff that they did in general.",55,71,,,,,,,55,71,,,,,,,38,71,,,,,,,71,38,,,,,,,2,1,6,3f6180f4-3386-11e3-a3e4-88532e617cea
,,64,2028,2,9,2,3,"el cambio, mas trabajo para todos",mas ayuda medica para las personas.,27,71,,,,,,,24,,,,,,,,recession en la que estamos viviendo que se encuentran en estos momemtos,"es por la falta de empleos, cerrando muchas companias, descansando a mucha gente",53,,,,,,,,53,,,,,,,,27,55,,,,,,,27,55,,,,,,,5,-1,3,3f61abe2-3386-11e3-a3e4-88532e617cea
,,34,2029,2,14,2,-1,the economy,the war,50,,,,,,,,4,,,,,,,,the economy,the war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3f61d9be-3386-11e3-a3e4-88532e617cea
,,22,2030,1,14,1,1,"abortion, personally.","taxes, tax break",61,97,,,,,,,40,,,,,,,,the war,economy,4,,,,,,,,4,,,,,,,,50,,,,,,,,50,,,,,,,,5,-1,4,3f620204-3386-11e3-a3e4-88532e617cea
,,38,2031,2,16,2,-1,"the economy.\, the financial stability of middle class working peop",unemployment rate,30,50,,,,,,,27,,,,,,,,"getting out of iraq, leaving the war.",poverty,3,4,,,,,,,3,4,,,,,,,26,,,,,,,,26,,,,,,,,1,5,1,3f6229b4-3386-11e3-a3e4-88532e617cea
,,67,2032,2,8,2,-1,the war,education,4,,,,,,,,21,,,,,,,,the economy,the war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,5,1,3f6253b2-3386-11e3-a3e4-88532e617cea
,,38,2034,1,15,1,-1,"the deficit, reducing it.",reducing gas prices,38,,,,,,,,15,,,,,,,,the war,reducing the deficit,4,,,,,,,,4,,,,,,,,38,,,,,,,,38,,,,,,,,2,5,5,3f62aae2-3386-11e3-a3e4-88532e617cea
,,30,2035,1,14,1,3,"taxes, insurances(\\)high taxes and high insurance costs.\\no","i don't.(\\)  i honestly don't know, i was paying more attention to the insurances and the taxes.\\no",24,40,96,,,,,,40,71,95,96,97,,,,"racism, taxes, money, economy. \\   war, how everybody is against it and fighting because of the war.\\no","the economy, how it is going to be better.\\no",4,7,32,40,50,55,96,,32,40,55,50,4,7,,,50,96,,,,,,,50,,,,,,,,5,-1,3,3f62d742-3386-11e3-a3e4-88532e617cea
,,27,2036,2,13,2,-1,the economy,immigration,50,,,,,,,,41,,,,,,,,the economy,the war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,5,1,3f6309b0-3386-11e3-a3e4-88532e617cea
,,42,2037,2,14,2,-1,i think that having a black president for the first time in history that i am glad to be alive even if i didn't vote for him.,that there was a woman running in the ballot which is also a historical event.,48,71,97,,,,,,48,49,,,,,,,terrorism.,the economy,5,,,,,,,,5,,,,,,,,50,,,,,,,,50,,,,,,,,2,1,6,3f6334f8-3386-11e3-a3e4-88532e617cea
,,66,2038,1,12,1,-1,"cancelar las guerras,","immigratoria, la reforma immigratoria para todos los illegales",4,,,,,,,,41,,,,,,,,que se mejore la economy ,que haya mas empleos,50,,,,,,,,50,,,,,,,,27,,,,,,,,27,,,,,,,,1,5,1,3f635dca-3386-11e3-a3e4-88532e617cea
,,35,2040,1,14,1,-1,lowering government spending,national defense,46,,,,,,,,7,,,,,,,,immigration,government spending,41,,,,,,,,41,,,,,,,,46,,,,,,,,46,,,,,,,,1,5,1,3f63adac-3386-11e3-a3e4-88532e617cea
,,20,2041,2,12,2,5,taxes,the war,40,,,,,,,,4,,,,,,,,the war,that we owe money to different countries,4,,,,,,,,4,,,,,,,,13,,,,,,,,13,,,,,,,,3,-1,2,3f63d750-3386-11e3-a3e4-88532e617cea
,,33,2042,2,15,2,3,i guess how it would be to have a black president and the consequences that come with it.,"the economy, is it going to get better?",48,71,,,,,,,50,55,,,,,,,world peace.,"hunger, there are people without food or jobs to feed their families",7,,,,,,,,7,,,,,,,,26,27,,,,,,,26,27,,,,,,,3,-1,3,3f640018-3386-11e3-a3e4-88532e617cea
,,49,2043,2,12,2,-1,the crisis in economy,the war,50,,,,,,,,4,,,,,,,,"the crisis, the economy",the war,50,55,,,,,,,55,50,,,,,,,4,,,,,,,,4,,,,,,,,1,5,1,3f642840-3386-11e3-a3e4-88532e617cea
,,34,2044,1,15,1,-1,the war in iraq,the economy,3,,,,,,,,50,,,,,,,,the economy,the war in iraq,50,,,,,,,,50,,,,,,,,3,,,,,,,,3,,,,,,,,1,5,1,3f6453c4-3386-11e3-a3e4-88532e617cea
,,46,2045,2,14,2,1,the budget,immigration,38,,,,,,,,41,,,,,,,,the war,the budget,4,,,,,,,,4,,,,,,,,38,,,,,,,,38,,,,,,,,3,-1,4,3f647cbe-3386-11e3-a3e4-88532e617cea
,,30,2046,2,12,2,-1,jobs,the war,27,,,,,,,,4,,,,,,,,the economy,the war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,5,1,3f64a342-3386-11e3-a3e4-88532e617cea
,,32,2048,1,16,1,-1,the economy,health,50,,,,,,,,24,,,,,,,,the economy,the war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,5,1,3f64f0c2-3386-11e3-a3e4-88532e617cea
,,91,2049,2,12,2,-1,having a black man running for president,cannot think of anything.. not that young anymore,48,,,,,,,,95,97,,,,,,,"not sure, probably helping the needy.","sorry, cannot think of anyother",25,95,,,,,,,25,,,,,,,,95,,,,,,,,,,,,,,,,1,1,0,3f65194e-3386-11e3-a3e4-88532e617cea
,,41,2050,2,15,2,5,the war,immigration,4,,,,,,,,41,,,,,,,,the economy,immigration,50,,,,,,,,50,,,,,,,,41,,,,,,,,41,,,,,,,,3,-1,2,3f655ad0-3386-11e3-a3e4-88532e617cea
,,56,2051,1,9,1,5,taxes being increased,social security and health insurance,40,,,,,,,,24,29,,,,,,,the war,the economy,4,,,,,,,,4,,,,,,,,50,,,,,,,,50,,,,,,,,3,-1,2,3f658488-3386-11e3-a3e4-88532e617cea
,,68,2052,2,12,2,-1,our benefits for our country,"the economy, hoping it would improve...",49,,,,,,,,50,55,97,,,,,,terrorism,"money, starvation, jobs",5,,,,,,,,5,,,,,,,,26,27,55,,,,,,55,26,27,,,,,,1,5,1,3f65ad14-3386-11e3-a3e4-88532e617cea
,,79,2053,2,13,2,1,"probably, a pation, i guess... they're has been many issues ......(thinking) the war in irak.  the war in irak",unemployment,3,71,97,,,,,,27,,,,,,,,the financial situation we are in.... everyone seems to be broke,1. the war 2.  do not raise taxes,50,,,,,,,,50,,,,,,,,4,40,,,,,,,4,40,,,,,,,3,-1,4,3f65d69a-3386-11e3-a3e4-88532e617cea
,,45,2054,2,7,2,1,immigration and the war//,the economy,4,41,,,,,,,50,,,,,,,,the economy,they war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,3,-1,4,3f66003e-3386-11e3-a3e4-88532e617cea
,,57,2055,1,14,1,3,the most important was the bail out.,illigal immigration,55,,,,,,,,41,,,,,,,,the republicans and democrats parties,economics,48,,,,,,,,48,,,,,,,,50,,,,,,,,50,,,,,,,,3,-1,3,3f6631b2-3386-11e3-a3e4-88532e617cea
,,19,2056,2,11,2,1,the poor people.,the uneployment ....,26,,,,,,,,27,,,,,,,,i donotknow fi:  anything you may have heard? r:  i really donotknow anything   none  ,//r:  i don't know this one either fi:  any ideas? // r:  i really don't know. //none//,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,3,-1,4,3f665cc8-3386-11e3-a3e4-88532e617cea
,,48,2057,2,10,2,-1,"i really did not have any, i do not know how to answer that.","i don't really know, there were many but would not know which to choose. fi:  asked to please choose one.. r:  declined to answer //none",95,,,,,,,,95,96,97,,,,,,"the war, not really sure, they are many.....","the economy, (i may have them backwards) but they rank one next to the other...",4,95,,,,,,,4,,,,,,,,50,,,,,,,,50,,,,,,,,2,5,5,3f6689dc-3386-11e3-a3e4-88532e617cea
,,34,2058,1,12,1,-1,bringing the troops out of iraq,creating more jobs for everyone,3,4,,,,,,,27,,,,,,,,spending too much money,need to stay out of irak,71,,,,,,,,71,,,,,,,,3,,,,,,,,3,,,,,,,,1,1,0,3f66b3a8-3386-11e3-a3e4-88532e617cea
,,66,2059,2,17,2,-1,the economy//the stock market//the foreclosures of home//the bail out//those sort of things//none,"the war in irak//i like to see the war end// not just leave it as it is//i like to see a peaceful resolution// not just drop out and say""we got to leave now""//none",28,50,51,55,95,,,,3,4,7,95,97,,,,terrorist  jobs  the economy in general  got to get things turned around  that is it  none,probably the job market//none,5,27,50,55,95,96,,,5,27,50,55,,,,,27,95,,,,,,,27,,,,,,,,2,5,5,3f66df72-3386-11e3-a3e4-88532e617cea
,,31,2060,1,15,1,-1,the war in irak,the economy,3,,,,,,,,50,,,,,,,,the war on terror,companies needing bailing out... a possible recession,5,,,,,,,,5,,,,,,,,53,55,,,,,,,55,53,,,,,,,1,5,1,3f670e7a-3386-11e3-a3e4-88532e617cea
,,44,2061,2,13,2,-1,change//taxes//medical care//jobs//school college//,taxes//medical care//,21,24,27,40,71,,,,24,40,,,,,,,money none,the united states wants to get into everybody's business//none,55,95,,,,,,,55,,,,,,,,13,95,,,,,,,13,,,,,,,,1,1,0,3f6737b0-3386-11e3-a3e4-88532e617cea
,,19,2062,2,12,2,-1,//i believe obama said he was bringing the troops home//none,"//assistance in government funding such as in medicaid, food stamps and education//none",4,48,95,97,,,,,21,23,25,95,,,,,  war  none,//the stock market//none,4,95,,,,,,,4,,,,,,,,51,95,,,,,,,51,,,,,,,,1,1,0,3f6761fe-3386-11e3-a3e4-88532e617cea
,,19,2063,2,13,2,-1,the economy,i guess the morals,50,,,,,,,,64,97,,,,,,,the economy,the military,50,,,,,,,,50,,,,,,,,7,,,,,,,,7,,,,,,,,2,5,5,3f678c06-3386-11e3-a3e4-88532e617cea
,,51,2064,2,14,2,-1,"change, to see if he will really be able to make a difference (such as employment and other services) fi? anything you want to add? fi:  she where he is going with this deficit. //none//","i thing all is included in ""change"" the other issue would be healthcare issue lack of jobs //none//",27,38,48,71,95,,,,24,27,95,97,,,,,terrorism,"financial issues, the budget",5,,,,,,,,5,,,,,,,,38,50,,,,,,,50,38,,,,,,,1,1,0,3f67b4c4-3386-11e3-a3e4-88532e617cea
,,26,2065,2,10,2,1,i don't know.... fi:  anything you heard or discusses w/other that may have made an impression on you during the elections? r:  nothing at all. //none//,i don't know..,95,,,,,,,,95,,,,,,,,i have no idea.,i do not know.,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,3,-1,4,3f67e160-3386-11e3-a3e4-88532e617cea
,,35,2066,2,17,2,-1,the safety of barack obama,the opportunity that we even phanthom that he is 50% black,48,,,,,,,,48,,,,,,,,"money, we are in such a recession, we need money",world hunger,53,55,,,,,,,55,53,,,,,,,26,,,,,,,,26,,,,,,,,1,5,1,3f680b2c-3386-11e3-a3e4-88532e617cea
,,31,2067,1,12,1,-1,race,i don't have one....i m not really sure.,32,,,,,,,,95,,,,,,,,minding our own business.,money,13,,,,,,,,13,,,,,,,,55,,,,,,,,55,,,,,,,,1,5,1,3f6836ce-3386-11e3-a3e4-88532e617cea
,,54,2068,1,9,1,-1,legalization of inmigrants,the economy we are facing today.s,41,,,,,,,,50,,,,,,,,the war,inmigration,4,,,,,,,,4,,,,,,,,41,,,,,,,,41,,,,,,,,1,1,0,3f685942-3386-11e3-a3e4-88532e617cea
,,32,2069,2,10,2,3,"just hoping he will do right, he has made a lot of promises, let's hope he keeps them.","jobs, success",48,97,,,,,,,27,71,,,,,,,money,violence,55,,,,,,,,55,,,,,,,,31,,,,,,,,31,,,,,,,,4,-1,3,3f6878c8-3386-11e3-a3e4-88532e617cea
,,61,2070,2,11,2,-1,//the economy// anything in particular r: everybody has to pay their debts. //none,th war,38,50,95,,,,,,4,,,,,,,,  terrorist   none  ,"terrorist, i guess// none",5,95,,,,,,,5,,,,,,,,5,95,97,,,,,,5,,,,,,,,1,1,0,3f689844-3386-11e3-a3e4-88532e617cea
,,39,2072,1,0,1,-1,the economy,education,50,,,,,,,,21,,,,,,,,the economy,terrorism,50,,,,,,,,50,,,,,,,,5,,,,,,,,5,,,,,,,,1,5,1,3f68d688-3386-11e3-a3e4-88532e617cea
,,41,2073,2,16,2,-1,heathcare issues//none,gas prices//none,24,96,,,,,,,15,95,,,,,,,heath reform  none,gas prices,24,95,,,,,,,24,,,,,,,,15,,,,,,,,15,,,,,,,,1,1,0,3f68f5be-3386-11e3-a3e4-88532e617cea
,,33,2074,1,10,1,5,jobs,welfare,27,,,,,,,,25,,,,,,,,taxes,terrorist,40,,,,,,,,40,,,,,,,,5,,,,,,,,5,,,,,,,,3,-1,2,3f6914cc-3386-11e3-a3e4-88532e617cea
,,79,2075,2,12,2,-1,abortion,gay marriage,61,,,,,,,,68,,,,,,,,terrorist,economy,5,,,,,,,,5,,,,,,,,50,,,,,,,,50,,,,,,,,1,5,1,3f693be6-3386-11e3-a3e4-88532e617cea
,,47,2076,1,17,1,3,economy,the war.,50,,,,,,,,4,,,,,,,,economy.,the war.,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,3,-1,3,3f695b4e-3386-11e3-a3e4-88532e617cea
,,40,2077,2,16,2,-1,budget,health care,38,,,,,,,,24,,,,,,,,budget,war,38,,,,,,,,38,,,,,,,,4,,,,,,,,4,,,,,,,,1,5,1,3f6979c6-3386-11e3-a3e4-88532e617cea
,,34,2079,2,17,2,-1,economy,dont know,50,,,,,,,,95,,,,,,,,some people are making bad choices are crooked,they are there to do their job  basicly,37,,,,,,,,37,,,,,,,,71,,,,,,,,71,,,,,,,,1,5,1,3f69b74c-3386-11e3-a3e4-88532e617cea
,,29,2082,1,9,1,-1,taxes,gas prices.,40,,,,,,,,15,,,,,,,,school issue,human rights.,21,,,,,,,,21,,,,,,,,37,,,,,,,,37,,,,,,,,2,5,5,3f6a1b38-3386-11e3-a3e4-88532e617cea
,,33,2083,2,17,2,-1,the economy.,the war,50,,,,,,,,4,,,,,,,,the war.,the economy.,4,,,,,,,,4,,,,,,,,50,,,,,,,,50,,,,,,,,1,1,0,3f6a39d8-3386-11e3-a3e4-88532e617cea
,,48,2084,1,12,1,-1,jobs,deficit,27,,,,,,,,38,,,,,,,,getting the government to do it job,morol issues,49,,,,,,,,49,,,,,,,,64,,,,,,,,64,,,,,,,,2,1,6,3f6a58c8-3386-11e3-a3e4-88532e617cea
,,39,2085,2,14,2,5,inmmigration.,economy.,41,,,,,,,,50,,,,,,,,economy,immigration.,50,,,,,,,,50,,,,,,,,41,,,,,,,,41,,,,,,,,5,-1,2,3f6a7a42-3386-11e3-a3e4-88532e617cea
,,51,2087,1,14,1,1,economy,seguridad,50,,,,,,,,5,,,,,,,,economy,national security.,50,,,,,,,,50,,,,,,,,5,,,,,,,,5,,,,,,,,5,-1,4,3f6ab890-3386-11e3-a3e4-88532e617cea
,,61,2088,1,9,1,-1,the economy,taxes,50,,,,,,,,40,,,,,,,,economy,the war.,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3f6ad744-3386-11e3-a3e4-88532e617cea
,,37,2090,2,12,2,1,economy,war in iraq,50,,,,,,,,3,,,,,,,,economy,the war in iraq,50,,,,,,,,50,,,,,,,,3,,,,,,,,3,,,,,,,,5,-1,4,3f6b13a8-3386-11e3-a3e4-88532e617cea
,,30,2091,2,14,2,1,taxes,healthcare benefits,40,,,,,,,,24,,,,,,,,economy,the war.,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,5,-1,4,3f6b343c-3386-11e3-a3e4-88532e617cea
,,41,2092,2,12,2,5,immigration,economy,41,,,,,,,,50,,,,,,,,economy,inmmigration issues.,50,,,,,,,,50,,,,,,,,41,,,,,,,,41,,,,,,,,5,-1,2,3f6b530e-3386-11e3-a3e4-88532e617cea
,,42,2093,1,16,1,5,economy,the war,50,,,,,,,,4,,,,,,,,economy.,exteriors issues  as the wae.,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,3,-1,2,3f6b7212-3386-11e3-a3e4-88532e617cea
,,43,2094,2,6,2,5,immigration,health,41,,,,,,,,24,,,,,,,,economy,unenployment,50,,,,,,,,50,,,,,,,,27,,,,,,,,27,,,,,,,,5,-1,2,3f6b90c6-3386-11e3-a3e4-88532e617cea
,,21,2095,1,12,1,3,the military.,health care.,7,,,,,,,,24,,,,,,,,terrorism,drug trafficking,5,,,,,,,,5,,,,,,,,33,,,,,,,,33,,,,,,,,5,-1,3,3f6baf84-3386-11e3-a3e4-88532e617cea
,,54,2096,2,8,2,5,taxes,economy,40,,,,,,,,50,,,,,,,,economy,immigration.,50,,,,,,,,50,,,,,,,,41,,,,,,,,41,,,,,,,,5,-1,2,3f6bcfe6-3386-11e3-a3e4-88532e617cea
,,38,2097,2,12,2,-1,the war,economy,4,,,,,,,,50,,,,,,,,economy,the war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,5,1,3f6beeb8-3386-11e3-a3e4-88532e617cea
,,26,2098,2,12,2,5,taxes,unemployment,40,,,,,,,,27,,,,,,,,economy,gasoline prices.,50,,,,,,,,50,,,,,,,,15,,,,,,,,15,,,,,,,,5,-1,2,3f6c0d94-3386-11e3-a3e4-88532e617cea
,,39,2100,2,9,2,1,unemployment rate,"every issue for example military war, budget, etc",27,,,,,,,,4,38,,,,,,,war,economy,4,,,,,,,,4,,,,,,,,50,,,,,,,,50,,,,,,,,3,-1,4,3f6c7eb4-3386-11e3-a3e4-88532e617cea
,,50,2101,2,12,2,-1,economy,medical insurance,50,,,,,,,,24,,,,,,,,economy,the war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,5,1,3f6cef48-3386-11e3-a3e4-88532e617cea
,,33,2102,1,11,1,-1,the economy,health care,50,,,,,,,,24,,,,,,,,the government,"the economy, like financial",49,,,,,,,,49,,,,,,,,50,,,,,,,,50,,,,,,,,1,5,1,3f6d6090-3386-11e3-a3e4-88532e617cea
,,57,2103,1,12,1,-1,economy,environment,50,,,,,,,,18,,,,,,,,economy,environment,50,,,,,,,,50,,,,,,,,18,,,,,,,,18,,,,,,,,1,1,0,3f6dcd28-3386-11e3-a3e4-88532e617cea
,,23,2104,2,8,2,3,nothing//no,nothing//no,95,96,,,,,,,95,96,,,,,,, donotknow ,<dk>,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,3,-1,3,3f6e3736-3386-11e3-a3e4-88532e617cea
,,67,2105,2,11,2,-1,i do not know// somebody had to be pres//getting the country back together//making things better for the country//no,"just making the country better// everybody get equal insurance, medicaid, welfare//aid to seniors//no",49,71,95,96,,,,,23,24,25,30,71,96,,,jobs  medicaid for the elders  no,can't think of any//no,24,27,96,,,,,,27,24,,,,,,,95,96,,,,,,,,,,,,,,,1,5,1,3f6e56e4-3386-11e3-a3e4-88532e617cea
,,61,2106,1,10,1,-1,raising social security,lowering taxes,29,,,,,,,,40,,,,,,,,taxes,war,40,,,,,,,,40,,,,,,,,4,,,,,,,,4,,,,,,,,1,5,1,3f6e76d8-3386-11e3-a3e4-88532e617cea
,,79,2107,2,5,2,-1,"los presidentes//los partidos, los democraticos  (dont think she is understanding this question)",pues no se//quien gana y quien pierde,48,,,,,,,,49,95,,,,,,,pues no se  no,shakes head and shrugs shoulder//then says 'no le puedo responder porque no se',95,96,,,,,,,,,,,,,,,95,96,,,,,,,,,,,,,,,1,1,0,3f6e9636-3386-11e3-a3e4-88532e617cea
,,35,2108,2,12,2,-1,getting a new president//no,that is about it//just getting a new president,48,95,,,,,,,48,96,,,,,,,high prices on everything  no,the war//no,54,96,,,,,,,54,,,,,,,,4,96,,,,,,,4,,,,,,,,1,5,1,3f6eb5ee-3386-11e3-a3e4-88532e617cea
,,50,2109,1,10,1,1,the economy,troops,50,,,,,,,,7,,,,,,,,the bailout and the economy,the troops again,50,55,,,,,,,55,50,,,,,,,7,,,,,,,,7,,,,,,,,3,-1,4,3f6ed6be-3386-11e3-a3e4-88532e617cea
,,78,2110,1,7,1,-1,"what they would stand for, the one that would do most for people such as jobs, housing, etc",the service men's share of benefits for what they go thru,27,28,71,,,,,,6,,,,,,,,being fair and equal,insurance health,71,,,,,,,,71,,,,,,,,24,,,,,,,,24,,,,,,,,1,5,1,3f6ef6bc-3386-11e3-a3e4-88532e617cea
,,42,2111,2,16,2,-1,clinton did not win,change,48,,,,,,,,71,,,,,,,,the u.s. getting into things that are not their problem,jobs,13,,,,,,,,13,,,,,,,,27,,,,,,,,27,,,,,,,,1,5,1,3f6f158e-3386-11e3-a3e4-88532e617cea
,,37,2112,1,14,1,3,getting gwbush out of the white house,getting dick cheney out of the *** white house,48,,,,,,,,48,,,,,,,,war on terror,us economy,5,,,,,,,,5,,,,,,,,50,,,,,,,,50,,,,,,,,3,-1,3,3f6f3550-3386-11e3-a3e4-88532e617cea
,,62,2113,1,13,1,-1,the economy,the war in iraq,50,,,,,,,,3,,,,,,,,the economy and deficit,the war in iraq,38,50,,,,,,,50,38,,,,,,,3,,,,,,,,3,,,,,,,,1,1,0,3f6f55f8-3386-11e3-a3e4-88532e617cea
,,51,2114,2,5,2,-1,nothing//no,nothing//no ... shakes head no,95,96,,,,,,,95,96,,,,,,,the war,money (economy ???),4,,,,,,,,4,,,,,,,,50,55,,,,,,,55,50,,,,,,,2,5,5,3f6f7632-3386-11e3-a3e4-88532e617cea
